(J0|J1|J2|J3),CONNECTOR_9,-,538-95540-2881,$1.75 MOUSER 538-95540-2881,4,$1.75,538-95540-2881,4
(T1|T2),CONNECTOR_12,6A,JUMPER12,$4.23 MOUSER 538-38700-6112,2,$4.23,538-38700-6112,2
